"v^n-2_i,j","v^n-2_i-1,j","v^n-2_i+1,j","v^n-2_i,j-1","v^n-2_i,j+1","v^n-1_i,j","v^n-1_i-1,j","v^n-1_i+1,j","v^n-1_i,j-1","v^n-1_i,j+1","v^n_i,j","v^n_i-1,j","v^n_i+1,j","v^n_i,j-1","v^n_i,j+1","v^n+1_i,j","v^n+1_i-1,j","v^n+1_i+1,j","v^n+1_i,j-1","v^n+1_i,j+1"
-6.75639e-34,-1.51802e-32,-2.99244e-35,-1.35887e-33,-2.31858e-37,-1.11124e-31,-2.45785e-30,-4.99152e-33,-2.24461e-31,-2.46176e-35,-1.74247e-29,-3.77233e-28,-7.97755e-31,-3.53659e-29,-2.30930e-33,-2.52858e-27,-5.31083e-26,-1.18916e-28,-5.16003e-27,-1.93391e-31
-2.31858e-37,-4.79659e-36,-1.10634e-38,-6.75639e-34,6.75187e-34,-2.46176e-35,-4.85656e-34,-1.22796e-36,-1.11124e-31,1.11076e-31,-2.30930e-33,-4.37137e-32,-1.20268e-34,-1.74247e-29,1.74202e-29,-1.93391e-31,-3.52438e-30,-1.04558e-32,-2.52858e-27,2.52820e-27
6.75187e-34,1.51708e-32,2.99029e-35,-2.31858e-37,1.35845e-33,1.11076e-31,2.45690e-30,4.98913e-33,-2.46176e-35,2.24417e-31,1.74202e-29,3.77148e-28,7.97521e-31,-2.30930e-33,3.53617e-29,2.52820e-27,5.31015e-26,1.18896e-28,-1.93391e-31,5.15968e-27
1.35845e-33,3.05960e-32,6.00390e-35,6.75187e-34,2.05296e-33,2.24417e-31,4.97871e-30,1.00538e-32,1.11076e-31,3.41329e-31,3.53617e-29,7.68394e-28,1.61375e-30,1.74202e-29,5.41694e-29,5.15968e-27,1.08846e-25,2.41722e-28,2.52820e-27,7.96826e-27
2.05296e-33,4.64071e-32,9.04460e-35,1.35845e-33,2.75400e-33,3.41329e-31,7.60689e-30,1.52311e-32,2.24417e-31,4.61462e-31,5.41694e-29,1.18362e-27,2.46009e-30,3.53617e-29,7.38661e-29,7.96826e-27,1.69201e-25,3.71151e-28,5.15968e-27,1.09725e-26
2.75400e-33,6.25328e-32,1.20858e-34,2.05296e-33,3.44654e-33,4.61462e-31,1.03412e-29,2.04923e-32,3.41329e-31,5.82236e-31,7.38661e-29,1.62488e-27,3.33490e-30,5.41694e-29,9.40396e-29,1.09725e-26,2.34845e-25,5.07526e-28,7.96826e-27,1.41151e-26
3.44654e-33,7.86353e-32,1.50611e-34,2.75400e-33,4.10502e-33,5.82236e-31,1.31253e-29,2.57213e-32,4.61462e-31,6.98636e-31,9.40396e-29,2.08352e-27,4.21901e-30,7.38661e-29,1.13796e-28,1.41151e-26,3.04657e-25,6.48053e-28,1.09725e-26,1.72548e-26
4.10502e-33,9.41009e-32,1.78644e-34,3.44654e-33,4.69550e-33,6.98636e-31,1.58404e-29,3.07070e-32,5.82236e-31,8.03312e-31,1.13796e-28,2.53880e-27,5.07419e-30,9.40396e-29,1.31804e-28,1.72548e-26,3.75456e-25,7.86513e-28,1.41151e-26,2.01734e-26
4.69550e-33,1.08091e-31,2.03582e-34,4.10502e-33,5.17993e-33,8.03312e-31,1.83077e-29,3.51476e-32,6.98636e-31,8.86841e-31,1.31804e-28,2.95877e-27,5.84509e-30,1.13796e-28,1.46440e-28,2.01734e-26,4.42142e-25,9.13679e-28,1.72548e-26,2.26047e-26
5.17993e-33,1.19649e-31,2.23910e-34,4.69550e-33,5.51628e-33,8.86841e-31,2.02958e-29,3.86593e-32,8.03312e-31,9.34623e-31,1.46440e-28,3.30379e-27,6.46544e-30,1.31804e-28,1.54255e-28,2.26047e-26,4.98323e-25,1.01850e-27,2.01734e-26,2.39922e-26
5.51628e-33,1.27715e-31,2.37960e-34,5.17993e-33,5.63461e-33,9.34623e-31,2.14517e-29,4.06371e-32,8.86841e-31,9.42514e-31,1.54255e-28,3.49176e-27,6.79036e-30,1.46440e-28,1.55025e-28,2.39922e-26,5.30918e-25,1.07737e-27,2.26047e-26,2.41950e-26
-2.37934e-34,-5.51575e-33,-1.02518e-35,-2.42859e-34,-2.23892e-34,-4.06345e-32,-9.34568e-31,-1.76349e-33,-4.09373e-32,-3.86573e-32,-6.79011e-30,-1.54250e-28,-2.97966e-31,-6.81686e-30,-6.46525e-30,-1.07735e-27,-2.39918e-26,-4.81141e-29,-1.08523e-27,-1.01849e-27
-2.23892e-34,-5.17954e-33,-9.66432e-36,-2.37934e-34,-2.03573e-34,-3.86573e-32,-8.86801e-31,-1.68154e-33,-4.06345e-32,-3.51465e-32,-6.46525e-30,-1.46436e-28,-2.84459e-31,-6.79011e-30,-5.84498e-30,-1.01849e-27,-2.26044e-26,-4.56231e-29,-1.07735e-27,-9.13669e-28
-2.03573e-34,-4.69530e-33,-8.81076e-36,-2.23892e-34,-1.78643e-34,-3.51465e-32,-8.03290e-31,-1.53384e-33,-3.86573e-32,-3.07068e-32,-5.84498e-30,-1.31802e-28,-2.58182e-31,-6.46525e-30,-5.07417e-30,-9.13669e-28,-2.01733e-26,-4.11170e-29,-1.01849e-27,-7.86511e-28
-1.78643e-34,-4.10499e-33,-7.75726e-36,-2.03573e-34,-1.50617e-34,-3.07068e-32,-6.98632e-31,-1.34549e-33,-3.51465e-32,-2.57220e-32,-5.07417e-30,-1.13796e-28,-2.25223e-31,-5.84498e-30,-4.21907e-30,-7.86511e-28,-1.72547e-26,-3.55970e-29,-9.13669e-28,-6.48059e-28
-1.50617e-34,-3.44667e-33,-6.56429e-36,-1.78643e-34,-1.20870e-34,-2.57220e-32,-5.82250e-31,-1.13214e-33,-3.07068e-32,-2.04936e-32,-4.21907e-30,-9.40409e-29,-1.88286e-31,-5.07417e-30,-3.33503e-30,-6.48059e-28,-1.41153e-26,-2.95189e-29,-7.86511e-28,-5.07537e-28
-1.20870e-34,-2.75426e-33,-5.28747e-36,-1.50617e-34,-9.04627e-35,-2.04936e-32,-4.61489e-31,-9.06157e-34,-2.57220e-32,-1.52329e-32,-3.33503e-30,-7.38686e-29,-1.49662e-31,-4.21907e-30,-2.46027e-30,-5.07537e-28,-1.09727e-26,-2.32708e-29,-6.48059e-28,-3.71167e-28
-9.04627e-35,-2.05331e-33,-3.97091e-36,-1.20870e-34,-6.00588e-35,-1.52329e-32,-3.41366e-31,-6.76414e-34,-2.04936e-32,-1.00560e-32,-2.46027e-30,-5.41728e-29,-1.10980e-31,-3.33503e-30,-1.61396e-30,-3.71167e-28,-7.96856e-27,-1.71234e-29,-5.07537e-28,-2.41741e-28
-6.00588e-35,-1.35887e-33,-2.64367e-36,-9.04627e-35,-2.99244e-35,-1.00560e-32,-2.24461e-31,-4.48085e-34,-1.52329e-32,-4.99152e-33,-1.61396e-30,-3.53659e-29,-7.31134e-32,-2.46027e-30,-7.97755e-31,-2.41741e-28,-5.16003e-27,-1.12092e-29,-3.71167e-28,-1.18916e-28
-2.99244e-35,-6.75639e-34,-1.31963e-36,-6.00588e-35,-1.10634e-38,-4.99152e-33,-1.11124e-31,-2.22925e-34,-1.00560e-32,-1.22796e-36,-7.97755e-31,-1.74247e-29,-3.62402e-32,-1.61396e-30,-1.20268e-34,-1.18916e-28,-2.52858e-27,-5.53253e-30,-2.41741e-28,-1.04558e-32
-1.10634e-38,-2.31858e-37,-5.22535e-40,-2.99244e-35,2.99029e-35,-1.22796e-36,-2.46176e-35,-6.03288e-38,-4.99152e-33,4.98913e-33,-1.20268e-34,-2.30930e-33,-6.17222e-36,-7.97755e-31,7.97521e-31,-1.04558e-32,-1.93391e-31,-5.57546e-34,-1.18916e-28,1.18896e-28
2.99029e-35,6.75187e-34,1.31861e-36,-1.10634e-38,6.00390e-35,4.98913e-33,1.11076e-31,2.22807e-34,-1.22796e-36,1.00538e-32,7.97521e-31,1.74202e-29,3.62282e-32,-1.20268e-34,1.61375e-30,1.18896e-28,2.52820e-27,5.53145e-30,-1.04558e-32,2.41722e-28
6.00390e-35,1.35845e-33,2.64274e-36,2.99029e-35,9.04460e-35,1.00538e-32,2.24417e-31,4.47978e-34,4.98913e-33,1.52311e-32,1.61375e-30,3.53617e-29,7.31025e-32,7.97521e-31,2.46009e-30,2.41722e-28,5.15968e-27,1.12082e-29,1.18896e-28,3.71151e-28
9.04460e-35,2.05296e-33,3.97013e-36,6.00390e-35,1.20858e-34,1.52311e-32,3.41329e-31,6.76325e-34,1.00538e-32,2.04923e-32,2.46009e-30,5.41694e-29,1.10971e-31,1.61375e-30,3.33490e-30,3.71151e-28,7.96826e-27,1.71226e-29,2.41722e-28,5.07526e-28
1.20858e-34,2.75400e-33,5.28690e-36,9.04460e-35,1.50611e-34,2.04923e-32,4.61462e-31,9.06093e-34,1.52311e-32,2.57213e-32,3.33490e-30,7.38661e-29,1.49656e-31,2.46009e-30,4.21901e-30,5.07526e-28,1.09725e-26,2.32703e-29,3.71151e-28,6.48053e-28
1.50611e-34,3.44654e-33,6.56402e-36,1.20858e-34,1.78644e-34,2.57213e-32,5.82236e-31,1.13211e-33,2.04923e-32,3.07070e-32,4.21901e-30,9.40396e-29,1.88283e-31,3.33490e-30,5.07419e-30,6.48053e-28,1.41151e-26,2.95186e-29,5.07526e-28,7.86513e-28
1.78644e-34,4.10502e-33,7.75733e-36,1.50611e-34,2.03582e-34,3.07070e-32,6.98636e-31,1.34550e-33,2.57213e-32,3.51476e-32,5.07419e-30,1.13796e-28,2.25224e-31,4.21901e-30,5.84509e-30,7.86513e-28,1.72548e-26,3.55971e-29,6.48053e-28,9.13679e-28
2.03582e-34,4.69550e-33,8.81122e-36,1.78644e-34,2.23910e-34,3.51476e-32,8.03312e-31,1.53389e-33,3.07070e-32,3.86593e-32,5.84509e-30,1.31804e-28,2.58187e-31,5.07419e-30,6.46544e-30,9.13679e-28,2.01734e-26,4.11175e-29,7.86513e-28,1.01850e-27
2.23910e-34,5.17993e-33,9.66517e-36,2.03582e-34,2.37960e-34,3.86593e-32,8.86841e-31,1.68163e-33,3.51476e-32,4.06371e-32,6.46544e-30,1.46440e-28,2.84469e-31,5.84509e-30,6.79036e-30,1.01850e-27,2.26047e-26,4.56240e-29,9.13679e-28,1.07737e-27
2.37960e-34,5.51628e-33,1.02529e-35,2.23910e-34,2.42887e-34,4.06371e-32,9.34623e-31,1.76362e-33,3.86593e-32,4.09402e-32,6.79036e-30,1.54255e-28,2.97979e-31,6.46544e-30,6.81713e-30,1.07737e-27,2.39922e-26,4.81152e-29,1.01850e-27,1.08526e-27
-1.02518e-35,-2.37934e-34,-4.41227e-37,-1.04572e-35,-9.66432e-36,-1.76349e-33,-4.06345e-32,-7.64043e-35,-1.77509e-33,-1.68154e-33,-2.97966e-31,-6.79011e-30,-1.30391e-32,-2.98861e-31,-2.84459e-31,-4.81141e-29,-1.07735e-27,-2.13855e-30,-4.84174e-29,-4.56231e-29
-9.66432e-36,-2.23892e-34,-4.16616e-37,-1.02518e-35,-8.81076e-36,-1.68154e-33,-3.86573e-32,-7.30024e-35,-1.76349e-33,-1.53384e-33,-2.84459e-31,-6.46525e-30,-1.24773e-32,-2.97966e-31,-2.58182e-31,-4.56231e-29,-1.01849e-27,-2.03331e-30,-4.81141e-29,-4.11170e-29
-8.81076e-36,-2.03573e-34,-3.80721e-37,-9.66432e-36,-7.75726e-36,-1.53384e-33,-3.51465e-32,-6.67841e-35,-1.68154e-33,-1.34549e-33,-2.58182e-31,-5.84498e-30,-1.13643e-32,-2.84459e-31,-2.25223e-31,-4.11170e-29,-9.13669e-28,-1.84004e-30,-4.56231e-29,-3.55970e-29
-7.75726e-36,-1.78643e-34,-3.36176e-37,-8.81076e-36,-6.56429e-36,-1.34549e-33,-3.07068e-32,-5.87925e-35,-1.53384e-33,-1.13214e-33,-2.25223e-31,-5.07417e-30,-9.95623e-33,-2.58182e-31,-1.88286e-31,-3.55970e-29,-7.86511e-28,-1.60111e-30,-4.11170e-29,-2.95189e-29
-6.56429e-36,-1.50617e-34,-2.85398e-37,-7.75726e-36,-5.28747e-36,-1.13214e-33,-2.57220e-32,-4.96662e-35,-1.34549e-33,-9.06157e-34,-1.88286e-31,-4.21907e-30,-8.36336e-33,-2.25223e-31,-1.49662e-31,-2.95189e-29,-6.48059e-28,-1.33528e-30,-3.55970e-29,-2.32708e-29
-5.28747e-36,-1.20870e-34,-2.30639e-37,-6.56429e-36,-3.97091e-36,-9.06157e-34,-2.04936e-32,-3.99132e-35,-1.13214e-33,-6.76414e-34,-1.49662e-31,-3.33503e-30,-6.68041e-33,-1.88286e-31,-1.10980e-31,-2.32708e-29,-5.07537e-28,-1.05880e-30,-2.95189e-29,-1.71234e-29
-3.97091e-36,-9.04627e-35,-1.73733e-37,-5.28747e-36,-2.64367e-36,-6.76414e-34,-1.52329e-32,-2.99050e-35,-9.06157e-34,-4.48085e-34,-1.10980e-31,-2.46027e-30,-4.97633e-33,-1.49662e-31,-7.31134e-32,-1.71234e-29,-3.71167e-28,-7.83342e-31,-2.32708e-29,-1.12092e-29
-2.64367e-36,-6.00588e-35,-1.15947e-37,-3.97091e-36,-1.31963e-36,-4.48085e-34,-1.00560e-32,-1.98705e-35,-6.76414e-34,-2.22925e-34,-7.31134e-32,-1.61396e-30,-3.29061e-33,-1.10980e-31,-3.62402e-32,-1.12092e-29,-2.41741e-28,-5.15078e-31,-1.71234e-29,-5.53253e-30
-1.31963e-36,-2.99244e-35,-5.79695e-38,-2.64367e-36,-5.22535e-40,-2.22925e-34,-4.99152e-33,-9.90539e-36,-4.48085e-34,-6.03288e-38,-3.62402e-32,-7.97755e-31,-1.63506e-33,-7.31134e-32,-6.17222e-36,-5.53253e-30,-1.18916e-28,-2.54978e-31,-1.12092e-29,-5.57546e-34
-5.22535e-40,-1.10634e-38,-2.45011e-41,-1.31963e-36,1.31861e-36,-6.03288e-38,-1.22796e-36,-2.92333e-39,-2.22925e-34,2.22807e-34,-6.17222e-36,-1.20268e-34,-3.12105e-37,-3.62402e-32,3.62282e-32,-5.57546e-34,-1.04558e-32,-2.93300e-35,-5.53253e-30,5.53145e-30
1.31861e-36,2.99029e-35,5.79218e-38,-5.22535e-40,2.64274e-36,2.22807e-34,4.98913e-33,9.89971e-36,-6.03288e-38,4.47978e-34,3.62282e-32,7.97521e-31,1.63445e-33,-6.17222e-36,7.31025e-32,5.53145e-30,1.18896e-28,2.54921e-31,-5.57546e-34,1.12082e-29
2.64274e-36,6.00390e-35,1.15904e-37,1.31861e-36,3.97013e-36,4.47978e-34,1.00538e-32,1.98653e-35,2.22807e-34,6.76325e-34,7.31025e-32,1.61375e-30,3.29006e-33,3.62282e-32,1.10971e-31,1.12082e-29,2.41722e-28,5.15026e-31,5.53145e-30,1.71226e-29
3.97013e-36,9.04460e-35,1.73697e-37,2.64274e-36,5.28690e-36,6.76325e-34,1.52311e-32,2.99008e-35,4.47978e-34,9.06093e-34,1.10971e-31,2.46009e-30,4.97588e-33,7.31025e-32,1.49656e-31,1.71226e-29,3.71151e-28,7.83299e-31,1.12082e-29,2.32703e-29
5.28690e-36,1.20858e-34,2.30613e-37,3.97013e-36,6.56402e-36,9.06093e-34,2.04923e-32,3.99102e-35,6.76325e-34,1.13211e-33,1.49656e-31,3.33490e-30,6.68009e-33,1.10971e-31,1.88283e-31,2.32703e-29,5.07526e-28,1.05877e-30,1.71226e-29,2.95186e-29
6.56402e-36,1.50611e-34,2.85385e-37,5.28690e-36,7.75733e-36,1.13211e-33,2.57213e-32,4.96649e-35,9.06093e-34,1.34550e-33,1.88283e-31,4.21901e-30,8.36322e-33,1.49656e-31,2.25224e-31,2.95186e-29,6.48053e-28,1.33527e-30,2.32703e-29,3.55971e-29
7.75733e-36,1.78644e-34,3.36180e-37,6.56402e-36,8.81122e-36,1.34550e-33,3.07070e-32,5.87931e-35,1.13211e-33,1.53389e-33,2.25224e-31,5.07419e-30,9.95629e-33,1.88283e-31,2.58187e-31,3.55971e-29,7.86513e-28,1.60112e-30,2.95186e-29,4.11175e-29
8.81122e-36,2.03582e-34,3.80743e-37,7.75733e-36,9.66517e-36,1.53389e-33,3.51476e-32,6.67867e-35,1.34550e-33,1.68163e-33,2.58187e-31,5.84509e-30,1.13646e-32,2.25224e-31,2.84469e-31,4.11175e-29,9.13679e-28,1.84007e-30,3.55971e-29,4.56240e-29
9.66517e-36,2.23910e-34,4.16656e-37,8.81122e-36,1.02529e-35,1.68163e-33,3.86593e-32,7.30071e-35,1.53389e-33,1.76362e-33,2.84469e-31,6.46544e-30,1.24777e-32,2.58187e-31,2.97979e-31,4.56240e-29,1.01850e-27,2.03336e-30,4.11175e-29,4.81152e-29
1.02529e-35,2.37960e-34,4.41281e-37,9.66517e-36,1.04585e-35,1.76362e-33,4.06371e-32,7.64105e-35,1.68163e-33,1.77523e-33,2.97979e-31,6.79036e-30,1.30398e-32,2.84469e-31,2.98875e-31,4.81152e-29,1.07737e-27,2.13861e-30,4.56240e-29,4.84187e-29
-4.41227e-37,-1.02518e-35,-1.89704e-38,-4.49814e-37,-4.16616e-37,-7.64043e-35,-1.76349e-33,-3.30514e-36,-7.68474e-35,-7.30024e-35,-1.30391e-32,-2.97966e-31,-5.69179e-34,-1.30675e-32,-1.24773e-32,-2.13855e-30,-4.81141e-29,-9.46570e-32,-2.15009e-30,-2.03331e-30
-4.16616e-37,-9.66432e-36,-1.79379e-38,-4.41227e-37,-3.80721e-37,-7.30024e-35,-1.68154e-33,-3.16371e-36,-7.64043e-35,-6.67841e-35,-1.24773e-32,-2.84459e-31,-5.45791e-34,-1.30391e-32,-1.13643e-32,-2.03331e-30,-4.56231e-29,-9.02165e-32,-2.13855e-30,-1.84004e-30
-3.80721e-37,-8.81076e-36,-1.64269e-38,-4.16616e-37,-3.36176e-37,-6.67841e-35,-1.53384e-33,-2.90171e-36,-7.30024e-35,-5.87925e-35,-1.13643e-32,-2.58182e-31,-4.98655e-34,-1.24773e-32,-9.95623e-33,-1.84004e-30,-4.11170e-29,-8.19409e-32,-2.03331e-30,-1.60111e-30
-3.36176e-37,-7.75726e-36,-1.45424e-38,-3.80721e-37,-2.85398e-37,-5.87925e-35,-1.34549e-33,-2.56257e-36,-6.67841e-35,-4.96662e-35,-9.95623e-33,-2.25223e-31,-4.38538e-34,-1.13643e-32,-8.36336e-33,-1.60111e-30,-3.55970e-29,-7.16233e-32,-1.84004e-30,-1.33528e-30
-2.85398e-37,-6.56429e-36,-1.23811e-38,-3.36176e-37,-2.30639e-37,-4.96662e-35,-1.13214e-33,-2.17238e-36,-5.87925e-35,-3.99132e-35,-8.36336e-33,-1.88286e-31,-3.69942e-34,-9.95623e-33,-6.68041e-33,-1.33528e-30,-2.95189e-29,-6.00334e-32,-1.60111e-30,-1.05880e-30
-2.30639e-37,-5.28747e-36,-1.00345e-38,-2.85398e-37,-1.73733e-37,-3.99132e-35,-9.06157e-34,-1.75200e-36,-4.96662e-35,-2.99050e-35,-6.68041e-33,-1.49662e-31,-2.96778e-34,-8.36336e-33,-4.97633e-33,-1.05880e-30,-2.32708e-29,-4.78491e-32,-1.33528e-30,-7.83342e-31
-1.73733e-37,-3.97091e-36,-7.57869e-39,-2.30639e-37,-1.15947e-37,-2.99050e-35,-6.76414e-34,-1.31699e-36,-3.99132e-35,-1.98705e-35,-4.97633e-33,-1.10980e-31,-2.21960e-34,-6.68041e-33,-3.29061e-33,-7.83342e-31,-1.71234e-29,-3.55707e-32,-1.05880e-30,-5.15078e-31
-1.15947e-37,-2.64367e-36,-5.06874e-39,-1.73733e-37,-5.79695e-38,-1.98705e-35,-4.48085e-34,-8.77402e-37,-2.99050e-35,-9.90539e-36,-3.29061e-33,-7.31134e-32,-1.47250e-34,-4.97633e-33,-1.63506e-33,-5.15078e-31,-1.12092e-29,-2.34810e-32,-7.83342e-31,-2.54978e-31
-5.79695e-38,-1.31963e-36,-2.53775e-39,-1.15947e-37,-2.45011e-41,-9.90539e-36,-2.22925e-34,-4.38145e-37,-1.98705e-35,-2.92333e-39,-1.63506e-33,-3.62402e-32,-7.33231e-35,-3.29061e-33,-3.12105e-37,-2.54978e-31,-5.53253e-30,-1.16538e-32,-5.15078e-31,-2.93300e-35
-2.45011e-41,-5.22535e-40,-1.14395e-42,-5.79695e-38,5.79218e-38,-2.92333e-39,-6.03288e-38,-1.39978e-40,-9.90539e-36,9.89971e-36,-3.12105e-37,-6.17222e-36,-1.55547e-38,-1.63506e-33,1.63445e-33,-2.93300e-35,-5.57546e-34,-1.52200e-36,-2.54978e-31,2.54921e-31
5.79218e-38,1.31861e-36,2.53553e-39,-2.45011e-41,1.15904e-37,9.89971e-36,2.22807e-34,4.37874e-37,-2.92333e-39,1.98653e-35,1.63445e-33,3.62282e-32,7.32929e-35,-3.12105e-37,3.29006e-33,2.54921e-31,5.53145e-30,1.16508e-32,-2.93300e-35,5.15026e-31
1.15904e-37,2.64274e-36,5.06672e-39,5.79218e-38,1.73697e-37,1.98653e-35,4.47978e-34,8.77155e-37,9.89971e-36,2.99008e-35,3.29006e-33,7.31025e-32,1.47222e-34,1.63445e-33,4.97588e-33,5.15026e-31,1.12082e-29,2.34783e-32,2.54921e-31,7.83299e-31
1.73697e-37,3.97013e-36,7.57702e-39,1.15904e-37,2.30613e-37,2.99008e-35,6.76325e-34,1.31679e-36,1.98653e-35,3.99102e-35,4.97588e-33,1.10971e-31,2.21937e-34,3.29006e-33,6.68009e-33,7.83299e-31,1.71226e-29,3.55685e-32,5.15026e-31,1.05877e-30
2.30613e-37,5.28690e-36,1.00333e-38,1.73697e-37,2.85385e-37,3.99102e-35,9.06093e-34,1.75186e-36,2.99008e-35,4.96649e-35,6.68009e-33,1.49656e-31,2.96762e-34,4.97588e-33,8.36322e-33,1.05877e-30,2.32703e-29,4.78475e-32,7.83299e-31,1.33527e-30
2.85385e-37,6.56402e-36,1.23806e-38,2.30613e-37,3.36180e-37,4.96649e-35,1.13211e-33,2.17231e-36,3.99102e-35,5.87931e-35,8.36322e-33,1.88283e-31,3.69935e-34,6.68009e-33,9.95629e-33,1.33527e-30,2.95186e-29,6.00327e-32,1.05877e-30,1.60112e-30
3.36180e-37,7.75733e-36,1.45426e-38,2.85385e-37,3.80743e-37,5.87931e-35,1.34550e-33,2.56260e-36,4.96649e-35,6.67867e-35,9.95629e-33,2.25224e-31,4.38541e-34,8.36322e-33,1.13646e-32,1.60112e-30,3.55971e-29,7.16237e-32,1.33527e-30,1.84007e-30
3.80743e-37,8.81122e-36,1.64279e-38,3.36180e-37,4.16656e-37,6.67867e-35,1.53389e-33,2.90184e-36,5.87931e-35,7.30071e-35,1.13646e-32,2.58187e-31,4.98669e-34,9.95629e-33,1.24777e-32,1.84007e-30,4.11175e-29,8.19422e-32,1.60112e-30,2.03336e-30
4.16656e-37,9.66517e-36,1.79398e-38,3.80743e-37,4.41281e-37,7.30071e-35,1.68163e-33,3.16393e-36,6.67867e-35,7.64105e-35,1.24777e-32,2.84469e-31,5.45816e-34,1.13646e-32,1.30398e-32,2.03336e-30,4.56240e-29,9.02188e-32,1.84007e-30,2.13861e-30
4.41281e-37,1.02529e-35,1.89729e-38,4.16656e-37,4.49875e-37,7.64105e-35,1.76362e-33,3.30543e-36,7.30071e-35,7.68542e-35,1.30398e-32,2.97979e-31,5.69211e-34,1.24777e-32,1.30682e-32,2.13861e-30,4.81152e-29,9.46601e-32,2.03336e-30,2.15015e-30
-1.89704e-38,-4.41227e-37,-8.14827e-40,-1.93299e-38,-1.79379e-38,-3.30514e-36,-7.64043e-35,-1.42771e-37,-3.32202e-36,-3.16371e-36,-5.69179e-34,-1.30391e-32,-2.47900e-35,-5.69997e-34,-5.45791e-34,-9.46570e-32,-2.13855e-30,-4.17432e-33,-9.50904e-32,-9.02165e-32
-1.79379e-38,-4.16616e-37,-7.71463e-40,-1.89704e-38,-1.64269e-38,-3.16371e-36,-7.30024e-35,-1.36883e-37,-3.30514e-36,-2.90171e-36,-5.45791e-34,-1.24773e-32,-2.38156e-35,-5.69179e-34,-4.98655e-34,-9.02165e-32,-2.03331e-30,-3.98709e-33,-9.46570e-32,-8.19409e-32
-1.64269e-38,-3.80721e-37,-7.07797e-40,-1.79379e-38,-1.45424e-38,-2.90171e-36,-6.67841e-35,-1.25836e-37,-3.16371e-36,-2.56257e-36,-4.98655e-34,-1.13643e-32,-2.18191e-35,-5.45791e-34,-4.38538e-34,-8.19409e-32,-1.84004e-30,-3.63321e-33,-9.02165e-32,-7.16233e-32
-1.45424e-38,-3.36176e-37,-6.28033e-40,-1.64269e-38,-1.23811e-38,-2.56257e-36,-5.87925e-35,-1.11440e-37,-2.90171e-36,-2.17238e-36,-4.38538e-34,-9.95623e-33,-1.92536e-35,-4.98655e-34,-3.69942e-34,-7.16233e-32,-1.60111e-30,-3.18852e-33,-8.19409e-32,-6.00334e-32
-1.23811e-38,-2.85398e-37,-5.36045e-40,-1.45424e-38,-1.00345e-38,-2.17238e-36,-4.96662e-35,-9.47646e-38,-2.56257e-36,-1.75200e-36,-3.69942e-34,-8.36336e-33,-1.63030e-35,-4.38538e-34,-2.96778e-34,-6.00334e-32,-1.33528e-30,-2.68454e-33,-7.16233e-32,-4.78491e-32
-1.00345e-38,-2.30639e-37,-4.35554e-40,-1.23811e-38,-7.57869e-39,-1.75200e-36,-3.99132e-35,-7.66664e-38,-2.17238e-36,-1.31699e-36,-2.96778e-34,-6.68041e-33,-1.31287e-35,-3.69942e-34,-2.21960e-34,-4.78491e-32,-1.05880e-30,-2.14947e-33,-6.00334e-32,-3.55707e-32
-7.57869e-39,-1.73733e-37,-3.29725e-40,-1.00345e-38,-5.06874e-39,-1.31699e-36,-2.99050e-35,-5.77966e-38,-1.75200e-36,-8.77402e-37,-2.21960e-34,-4.97633e-33,-9.85350e-36,-2.96778e-34,-1.47250e-34,-3.55707e-32,-7.83342e-31,-1.60467e-33,-4.78491e-32,-2.34810e-32
-5.06874e-39,-1.15947e-37,-2.20939e-40,-7.57869e-39,-2.53775e-39,-8.77402e-37,-1.98705e-35,-3.85948e-38,-1.31699e-36,-4.38145e-37,-1.47250e-34,-3.29061e-33,-6.55557e-36,-2.21960e-34,-7.33231e-35,-2.34810e-32,-5.15078e-31,-1.06293e-33,-3.55707e-32,-1.16538e-32
-2.53775e-39,-5.79695e-38,-1.10753e-40,-5.06874e-39,-1.14395e-42,-4.38145e-37,-9.90539e-36,-1.93024e-38,-8.77402e-37,-1.39978e-40,-7.33231e-35,-1.63506e-33,-3.27048e-36,-1.47250e-34,-1.55547e-38,-1.16538e-32,-2.54978e-31,-5.28740e-34,-2.34810e-32,-1.52200e-36
-1.14395e-42,-2.45011e-41,-5.33319e-44,-2.53775e-39,2.53553e-39,-1.39978e-40,-2.92333e-39,-6.63809e-42,-4.38145e-37,4.37874e-37,-1.55547e-38,-3.12105e-37,-7.64644e-40,-7.33231e-35,7.32929e-35,-1.52200e-36,-2.93300e-35,-7.79005e-38,-1.16538e-32,1.16508e-32
2.53553e-39,5.79218e-38,1.10649e-40,-1.14395e-42,5.06672e-39,4.37874e-37,9.89971e-36,1.92895e-38,-1.39978e-40,8.77155e-37,7.32929e-35,1.63445e-33,3.26900e-36,-1.55547e-38,1.47222e-34,1.16508e-32,2.54921e-31,5.28589e-34,-1.52200e-36,2.34783e-32
5.06672e-39,1.15904e-37,2.20845e-40,2.53553e-39,7.57702e-39,8.77155e-37,1.98653e-35,3.85832e-38,4.37874e-37,1.31679e-36,1.47222e-34,3.29006e-33,6.55424e-36,7.32929e-35,2.21937e-34,2.34783e-32,5.15026e-31,1.06280e-33,1.16508e-32,3.55685e-32
