"u^n-2_i,j","u^n-2_i-1,j","u^n-2_i+1,j","u^n-2_i,j-1","u^n-2_i,j+1","u^n-1_i,j","u^n-1_i-1,j","u^n-1_i+1,j","u^n-1_i,j-1","u^n-1_i,j+1","u^n_i,j","u^n_i-1,j","u^n_i+1,j","u^n_i,j-1","u^n_i,j+1","u^n+1_i,j","u^n+1_i-1,j","u^n+1_i+1,j","u^n+1_i,j-1","u^n+1_i,j+1"
2.32856e-18,5.55428e-17,9.75410e-20,2.29468e-18,2.33922e-18,1.62323e-15,3.49097e-14,7.46923e-17,1.60214e-15,1.62980e-15,2.02243e-13,4.07763e-12,9.80685e-15,2.00147e-13,2.02885e-13,1.91844e-11,3.40603e-10,1.02868e-12,1.90222e-11,1.92336e-11
2.33922e-18,5.57621e-17,9.80462e-20,2.32856e-18,2.32858e-18,1.62980e-15,3.50293e-14,7.50407e-17,1.62323e-15,1.62323e-15,2.02885e-13,4.08824e-12,9.84385e-15,2.02243e-13,2.02243e-13,1.92336e-11,3.41316e-10,1.03185e-12,1.91844e-11,1.91844e-11
2.32858e-18,5.55430e-17,9.75418e-20,2.33922e-18,2.29471e-18,1.62323e-15,3.49097e-14,7.46924e-17,1.62980e-15,1.60215e-15,2.02243e-13,4.07763e-12,9.80686e-15,2.02885e-13,2.00148e-13,1.91844e-11,3.40603e-10,1.02868e-12,1.92336e-11,1.90222e-11
2.29471e-18,5.48381e-17,9.59504e-20,2.32858e-18,2.23188e-18,1.60215e-15,3.45216e-14,7.35865e-17,1.62323e-15,1.56249e-15,2.00148e-13,4.04259e-12,9.68769e-15,2.02243e-13,1.96091e-13,1.90222e-11,3.38224e-10,1.01835e-12,1.91844e-11,1.87012e-11
2.23188e-18,5.35049e-17,9.30472e-20,2.29471e-18,2.13100e-18,1.56249e-15,3.37757e-14,7.15441e-17,1.60215e-15,1.49762e-15,1.96091e-13,3.97313e-12,9.46175e-15,2.00148e-13,1.89208e-13,1.87012e-11,3.33415e-10,9.98313e-13,1.90222e-11,1.81407e-11
2.13100e-18,5.13106e-17,8.84824e-20,2.23188e-18,1.98055e-18,1.49762e-15,3.25225e-14,6.82809e-17,1.56249e-15,1.39891e-15,1.89208e-13,3.85166e-12,9.08849e-15,1.96091e-13,1.78294e-13,1.81407e-11,3.24788e-10,9.64249e-13,1.87012e-11,1.72230e-11
1.98055e-18,4.79496e-17,8.18309e-20,2.13100e-18,1.76864e-18,1.39891e-15,3.05582e-14,6.34403e-17,1.49762e-15,1.25694e-15,1.78294e-13,3.65256e-12,8.51395e-15,1.89208e-13,1.61928e-13,1.72230e-11,3.10220e-10,9.10093e-13,1.81407e-11,1.57986e-11
1.76864e-18,4.30870e-17,7.26752e-20,1.98055e-18,1.48606e-18,1.25694e-15,2.76475e-14,5.66557e-17,1.39891e-15,1.06381e-15,1.61928e-13,3.34355e-12,7.67805e-15,1.78294e-13,1.38761e-13,1.57986e-11,2.86855e-10,8.28610e-13,1.72230e-11,1.37110e-11
1.48606e-18,3.64379e-17,6.07254e-20,1.76864e-18,1.13028e-18,1.06381e-15,2.35736e-14,4.76471e-17,1.25694e-15,8.16274e-16,1.38761e-13,2.89106e-12,6.52876e-15,1.61928e-13,1.08024e-13,1.37110e-11,2.51434e-10,7.12828e-13,1.57986e-11,1.08472e-11
1.13028e-18,2.78803e-17,4.59552e-20,1.48606e-18,7.09011e-19,8.16274e-16,1.82177e-14,3.63433e-17,1.06381e-15,5.18964e-16,1.08024e-13,2.27163e-12,5.04373e-15,1.38761e-13,7.01937e-14,1.08472e-11,2.01209e-10,5.58580e-13,1.37110e-11,7.21297e-12
7.09011e-19,1.75707e-17,2.87167e-20,1.13028e-18,2.41858e-19,5.18964e-16,1.16520e-14,2.29930e-17,8.16274e-16,1.87674e-16,7.01937e-14,1.48883e-12,3.25510e-15,1.08024e-13,2.79076e-14,7.21297e-12,1.35540e-10,3.67723e-13,1.08472e-11,3.16364e-12
2.87133e-20,7.08941e-19,1.16659e-21,9.77406e-21,4.59507e-20,2.29926e-17,5.18955e-16,1.01431e-18,8.27189e-18,3.63427e-17,3.25507e-15,7.01934e-14,1.49042e-16,1.28392e-15,5.04369e-15,3.67722e-13,7.21296e-12,1.81592e-14,1.58022e-13,5.58579e-13
4.59507e-20,1.13018e-18,1.87296e-21,2.87133e-20,6.07206e-20,3.63427e-17,8.16262e-16,1.60981e-18,2.29926e-17,4.76464e-17,5.04369e-15,1.08023e-13,2.32223e-16,3.25507e-15,6.52872e-15,5.58579e-13,1.08472e-11,2.78050e-14,3.67722e-13,7.12827e-13
6.07206e-20,1.48597e-18,2.48558e-21,4.59507e-20,7.26708e-20,4.76464e-17,1.06380e-15,2.12112e-18,3.63427e-17,5.66550e-17,6.52872e-15,1.38760e-13,3.02533e-16,5.04369e-15,7.67801e-15,7.12827e-13,1.37110e-11,3.57681e-14,5.58579e-13,8.28609e-13
7.26708e-20,1.76855e-18,2.98911e-21,6.07206e-20,8.18270e-20,5.66550e-17,1.25693e-15,2.53600e-18,4.76464e-17,6.34397e-17,7.67801e-15,1.61928e-13,3.58176e-16,6.52872e-15,8.51392e-15,8.28609e-13,1.57986e-11,4.18996e-14,7.12827e-13,9.10092e-13
8.18270e-20,1.98047e-18,3.38206e-21,7.26708e-20,8.84793e-20,6.34397e-17,1.39890e-15,2.85501e-18,5.66550e-17,6.82804e-17,8.51392e-15,1.78294e-13,3.99678e-16,7.67801e-15,9.08847e-15,9.10092e-13,1.72230e-11,4.63362e-14,8.28609e-13,9.64248e-13
8.84793e-20,2.13094e-18,3.67328e-21,8.18270e-20,9.30449e-20,6.82804e-17,1.49761e-15,3.08772e-18,6.34397e-17,7.15437e-17,9.08847e-15,1.89208e-13,4.28968e-16,8.51392e-15,9.46173e-15,9.64248e-13,1.81407e-11,4.93698e-14,9.10092e-13,9.98313e-13
9.30449e-20,2.23184e-18,3.87717e-21,8.84793e-20,9.59489e-20,7.15437e-17,1.56248e-15,3.24813e-18,6.82804e-17,7.35863e-17,9.46173e-15,1.96091e-13,4.48501e-16,9.08847e-15,9.68767e-15,9.98313e-13,1.87012e-11,5.13312e-14,9.64248e-13,1.01835e-12
9.59489e-20,2.29468e-18,4.00925e-21,9.30449e-20,9.75410e-20,7.35863e-17,1.60214e-15,3.35058e-18,7.15437e-17,7.46923e-17,9.68767e-15,2.00147e-13,4.60608e-16,9.46173e-15,9.80685e-15,1.01835e-12,1.90222e-11,5.25136e-14,9.98313e-13,1.02868e-12
9.75410e-20,2.32856e-18,4.08270e-21,9.59489e-20,9.80462e-20,7.46923e-17,1.62323e-15,3.40694e-18,7.35863e-17,7.50407e-17,9.80685e-15,2.02243e-13,4.67113e-16,9.68767e-15,9.84385e-15,1.02868e-12,1.91844e-11,5.31354e-14,1.01835e-12,1.03185e-12
9.80462e-20,2.33922e-18,4.10619e-21,9.75410e-20,9.75418e-20,7.50407e-17,1.62980e-15,3.42485e-18,7.46923e-17,7.46924e-17,9.84385e-15,2.02885e-13,4.69154e-16,9.80685e-15,9.80686e-15,1.03185e-12,1.92336e-11,5.33281e-14,1.02868e-12,1.02868e-12
9.75418e-20,2.32858e-18,4.08274e-21,9.80462e-20,9.59504e-20,7.46924e-17,1.62323e-15,3.40694e-18,7.50407e-17,7.35865e-17,9.80686e-15,2.02243e-13,4.67114e-16,9.84385e-15,9.68769e-15,1.02868e-12,1.91844e-11,5.31354e-14,1.03185e-12,1.01835e-12
9.59504e-20,2.29471e-18,4.00933e-21,9.75418e-20,9.30472e-20,7.35865e-17,1.60215e-15,3.35059e-18,7.46924e-17,7.15441e-17,9.68769e-15,2.00148e-13,4.60608e-16,9.80686e-15,9.46175e-15,1.01835e-12,1.90222e-11,5.25136e-14,1.02868e-12,9.98313e-13
9.30472e-20,2.23188e-18,3.87730e-21,9.59504e-20,8.84824e-20,7.15441e-17,1.56249e-15,3.24815e-18,7.35865e-17,6.82809e-17,9.46175e-15,1.96091e-13,4.48502e-16,9.68769e-15,9.08849e-15,9.98313e-13,1.87012e-11,5.13313e-14,1.01835e-12,9.64249e-13
8.84824e-20,2.13100e-18,3.67344e-21,9.30472e-20,8.18309e-20,6.82809e-17,1.49762e-15,3.08775e-18,7.15441e-17,6.34403e-17,9.08849e-15,1.89208e-13,4.28970e-16,9.46175e-15,8.51395e-15,9.64249e-13,1.81407e-11,4.93699e-14,9.98313e-13,9.10093e-13
8.18309e-20,1.98055e-18,3.38226e-21,8.84824e-20,7.26752e-20,6.34403e-17,1.39891e-15,2.85504e-18,6.82809e-17,5.66557e-17,8.51395e-15,1.78294e-13,3.99680e-16,9.08849e-15,7.67805e-15,9.10093e-13,1.72230e-11,4.63362e-14,9.64249e-13,8.28610e-13
7.26752e-20,1.76864e-18,2.98933e-21,8.18309e-20,6.07254e-20,5.66557e-17,1.25694e-15,2.53604e-18,6.34403e-17,4.76471e-17,7.67805e-15,1.61928e-13,3.58179e-16,8.51395e-15,6.52876e-15,8.28610e-13,1.57986e-11,4.18997e-14,9.10093e-13,7.12828e-13
6.07254e-20,1.48606e-18,2.48582e-21,7.26752e-20,4.59552e-20,4.76471e-17,1.06381e-15,2.12116e-18,5.66557e-17,3.63433e-17,6.52876e-15,1.38761e-13,3.02536e-16,7.67805e-15,5.04373e-15,7.12828e-13,1.37110e-11,3.57681e-14,8.28610e-13,5.58580e-13
4.59552e-20,1.13028e-18,1.87318e-21,6.07254e-20,2.87167e-20,3.63433e-17,8.16274e-16,1.60984e-18,4.76471e-17,2.29930e-17,5.04373e-15,1.08024e-13,2.32226e-16,6.52876e-15,3.25510e-15,5.58580e-13,1.08472e-11,2.78051e-14,7.12828e-13,3.67723e-13
2.87167e-20,7.09011e-19,1.16676e-21,4.59552e-20,9.77538e-21,2.29930e-17,5.18964e-16,1.01434e-18,3.63433e-17,8.27208e-18,3.25510e-15,7.01937e-14,1.49043e-16,5.04373e-15,1.28394e-15,3.67723e-13,7.21297e-12,1.81592e-14,5.58580e-13,1.58022e-13
1.16659e-21,2.87133e-20,4.75248e-23,3.96421e-22,1.87296e-21,1.01431e-18,2.29926e-17,4.45848e-20,3.63317e-19,1.60981e-18,1.49042e-16,3.25507e-15,6.75644e-18,5.84199e-17,2.32223e-16,1.81592e-14,3.67722e-13,8.75236e-16,7.68429e-15,2.78050e-14
1.87296e-21,4.59507e-20,7.65094e-23,1.16659e-21,2.48558e-21,1.60981e-18,3.63427e-17,7.10040e-20,1.01431e-18,2.12112e-18,2.32223e-16,5.04369e-15,1.05757e-17,1.49042e-16,3.02533e-16,2.78050e-14,5.58579e-13,1.34882e-15,1.81592e-14,3.57681e-14
2.48558e-21,6.07206e-20,1.01908e-22,1.87296e-21,2.98911e-21,2.12112e-18,4.76464e-17,9.39576e-20,1.60981e-18,2.53600e-18,3.02533e-16,6.52872e-15,1.38526e-17,2.32223e-16,3.58176e-16,3.57681e-14,7.12827e-13,1.74686e-15,2.78050e-14,4.18996e-14
2.98911e-21,7.26708e-20,1.23066e-22,2.48558e-21,3.38206e-21,2.53600e-18,5.66550e-17,1.12869e-19,2.12112e-18,2.85501e-18,3.58176e-16,7.67801e-15,1.64957e-17,3.02533e-16,3.99678e-16,4.18996e-14,8.28609e-13,2.06017e-15,3.57681e-14,4.63362e-14
3.38206e-21,8.18270e-20,1.39841e-22,2.98911e-21,3.67328e-21,2.85501e-18,6.34397e-17,1.27672e-19,2.53600e-18,3.08772e-18,3.99678e-16,8.51392e-15,1.85103e-17,3.58176e-16,4.28968e-16,4.63362e-14,9.10092e-13,2.29251e-15,4.18996e-14,4.93698e-14
3.67328e-21,8.84793e-20,1.52488e-22,3.38206e-21,3.87717e-21,3.08772e-18,6.82804e-17,1.38679e-19,2.85501e-18,3.24813e-18,4.28968e-16,9.08847e-15,1.99653e-17,3.99678e-16,4.48501e-16,4.93698e-14,9.64248e-13,2.45549e-15,4.63362e-14,5.13312e-14
3.87717e-21,9.30449e-20,1.61497e-22,3.67328e-21,4.00925e-21,3.24813e-18,7.15437e-17,1.46414e-19,3.08772e-18,3.35058e-18,4.48501e-16,9.46173e-15,2.09582e-17,4.28968e-16,4.60608e-16,5.13312e-14,9.98313e-13,2.56354e-15,4.93698e-14,5.25136e-14
4.00925e-21,9.59489e-20,1.67425e-22,3.87717e-21,4.08270e-21,3.35058e-18,7.35863e-17,1.51442e-19,3.24813e-18,3.40694e-18,4.60608e-16,9.68767e-15,2.15865e-17,4.48501e-16,4.67113e-16,5.25136e-14,1.01835e-12,2.63015e-15,5.13312e-14,5.31354e-14
4.08270e-21,9.75410e-20,1.70763e-22,4.00925e-21,4.10619e-21,3.40694e-18,7.46923e-17,1.54245e-19,3.35058e-18,3.42485e-18,4.67113e-16,9.80685e-15,2.19297e-17,4.60608e-16,4.69154e-16,5.31354e-14,1.02868e-12,2.66581e-15,5.25136e-14,5.33281e-14
4.10619e-21,9.80462e-20,1.71837e-22,4.08270e-21,4.08274e-21,3.42485e-18,7.50407e-17,1.55142e-19,3.40694e-18,3.40694e-18,4.69154e-16,9.84385e-15,2.20383e-17,4.67113e-16,4.67114e-16,5.33281e-14,1.03185e-12,2.67697e-15,5.31354e-14,5.31354e-14
4.08274e-21,9.75418e-20,1.70765e-22,4.10619e-21,4.00933e-21,3.40694e-18,7.46924e-17,1.54245e-19,3.42485e-18,3.35059e-18,4.67114e-16,9.80686e-15,2.19297e-17,4.69154e-16,4.60608e-16,5.31354e-14,1.02868e-12,2.66581e-15,5.33281e-14,5.25136e-14
4.00933e-21,9.59504e-20,1.67430e-22,4.08274e-21,3.87730e-21,3.35059e-18,7.35865e-17,1.51442e-19,3.40694e-18,3.24815e-18,4.60608e-16,9.68769e-15,2.15866e-17,4.67114e-16,4.48502e-16,5.25136e-14,1.01835e-12,2.63016e-15,5.31354e-14,5.13313e-14
3.87730e-21,9.30472e-20,1.61504e-22,4.00933e-21,3.67344e-21,3.24815e-18,7.15441e-17,1.46415e-19,3.35059e-18,3.08775e-18,4.48502e-16,9.46175e-15,2.09582e-17,4.60608e-16,4.28970e-16,5.13313e-14,9.98313e-13,2.56354e-15,5.25136e-14,4.93699e-14
3.67344e-21,8.84824e-20,1.52497e-22,3.87730e-21,3.38226e-21,3.08775e-18,6.82809e-17,1.38681e-19,3.24815e-18,2.85504e-18,4.28970e-16,9.08849e-15,1.99654e-17,4.48502e-16,3.99680e-16,4.93699e-14,9.64249e-13,2.45550e-15,5.13313e-14,4.63362e-14
3.38226e-21,8.18309e-20,1.39851e-22,3.67344e-21,2.98933e-21,2.85504e-18,6.34403e-17,1.27674e-19,3.08775e-18,2.53604e-18,3.99680e-16,8.51395e-15,1.85104e-17,4.28970e-16,3.58179e-16,4.63362e-14,9.10093e-13,2.29252e-15,4.93699e-14,4.18997e-14
2.98933e-21,7.26752e-20,1.23078e-22,3.38226e-21,2.48582e-21,2.53604e-18,5.66557e-17,1.12871e-19,2.85504e-18,2.12116e-18,3.58179e-16,7.67805e-15,1.64958e-17,3.99680e-16,3.02536e-16,4.18997e-14,8.28610e-13,2.06018e-15,4.63362e-14,3.57681e-14
2.48582e-21,6.07254e-20,1.01920e-22,2.98933e-21,1.87318e-21,2.12116e-18,4.76471e-17,9.39597e-20,2.53604e-18,1.60984e-18,3.02536e-16,6.52876e-15,1.38527e-17,3.58179e-16,2.32226e-16,3.57681e-14,7.12828e-13,1.74686e-15,4.18997e-14,2.78051e-14
1.87318e-21,4.59552e-20,7.65205e-23,2.48582e-21,1.16676e-21,1.60984e-18,3.63433e-17,7.10058e-20,2.12116e-18,1.01434e-18,2.32226e-16,5.04373e-15,1.05758e-17,3.02536e-16,1.49043e-16,2.78051e-14,5.58580e-13,1.34883e-15,3.57681e-14,1.81592e-14
1.16676e-21,2.87167e-20,4.75330e-23,1.87318e-21,3.96486e-22,1.01434e-18,2.29930e-17,4.45861e-20,1.60984e-18,3.63327e-19,1.49043e-16,3.25510e-15,6.75653e-18,2.32226e-16,5.84206e-17,1.81592e-14,3.67723e-13,8.75240e-16,2.78051e-14,7.68433e-15
4.75248e-23,1.16659e-21,1.94054e-24,1.61258e-23,7.65094e-23,4.45848e-20,1.01431e-18,1.95372e-21,1.59097e-20,7.10040e-20,6.75644e-18,1.49042e-16,3.03843e-19,2.63490e-18,1.05757e-17,8.75236e-16,1.81592e-14,4.13934e-17,3.65973e-16,1.34882e-15
7.65094e-23,1.87296e-21,3.13137e-24,4.75248e-23,1.01908e-22,7.10040e-20,1.60981e-18,3.12057e-21,4.45848e-20,9.39576e-20,1.05757e-17,2.32223e-16,4.77429e-19,6.75644e-18,1.38526e-17,1.34882e-15,2.78050e-14,6.41312e-17,8.75236e-16,1.74686e-15
1.01908e-22,2.48558e-21,4.18410e-24,7.65094e-23,1.23066e-22,9.39576e-20,2.12112e-18,4.14459e-21,7.10040e-20,1.12869e-19,1.38526e-17,3.02533e-16,6.28264e-19,1.05757e-17,1.64957e-17,1.74686e-15,3.57681e-14,8.35338e-17,1.34882e-15,2.06017e-15
1.23066e-22,2.98911e-21,5.07131e-24,1.01908e-22,1.39841e-22,1.12869e-19,2.53600e-18,4.99940e-21,9.39576e-20,1.27672e-19,1.64957e-17,3.58176e-16,7.51916e-19,1.38526e-17,1.85103e-17,2.06017e-15,4.18996e-14,9.91007e-17,1.74686e-15,2.29251e-15
1.39841e-22,3.38206e-21,5.78441e-24,1.23066e-22,1.52488e-22,1.27672e-19,2.85501e-18,5.67885e-21,1.12869e-19,1.38679e-19,1.85103e-17,3.99678e-16,8.47953e-19,1.64957e-17,1.99653e-17,2.29251e-15,4.63362e-14,1.10896e-16,2.06017e-15,2.45549e-15
1.52488e-22,3.67328e-21,6.33010e-24,1.39841e-22,1.61497e-22,1.38679e-19,3.08772e-18,6.19258e-21,1.27672e-19,1.46414e-19,1.99653e-17,4.28968e-16,9.18726e-19,1.85103e-17,2.09582e-17,2.45549e-15,4.93698e-14,1.19361e-16,2.29251e-15,2.56354e-15
1.61497e-22,3.87717e-21,6.72466e-24,1.52488e-22,1.67425e-22,1.46414e-19,3.24813e-18,6.55963e-21,1.38679e-19,1.51442e-19,2.09582e-17,4.48501e-16,9.67996e-19,1.99653e-17,2.15865e-17,2.56354e-15,5.13312e-14,1.25100e-16,2.45549e-15,2.63015e-15
1.67425e-22,4.00925e-21,6.98783e-24,1.61497e-22,1.70763e-22,1.51442e-19,3.35058e-18,6.80184e-21,1.46414e-19,1.54245e-19,2.15865e-17,4.60608e-16,9.99750e-19,2.09582e-17,2.19297e-17,2.63015e-15,5.25136e-14,1.28711e-16,2.56354e-15,2.66581e-15
1.70763e-22,4.08270e-21,7.13754e-24,1.67425e-22,1.71837e-22,1.54245e-19,3.40694e-18,6.93848e-21,1.51442e-19,1.55142e-19,2.19297e-17,4.67113e-16,1.01734e-18,2.15865e-17,2.20383e-17,2.66581e-15,5.31354e-14,1.30675e-16,2.63015e-15,2.67697e-15
1.71837e-22,4.10619e-21,7.18604e-24,1.70763e-22,1.70765e-22,1.55142e-19,3.42485e-18,6.98251e-21,1.54245e-19,1.54245e-19,2.20383e-17,4.69154e-16,1.02295e-18,2.19297e-17,2.19297e-17,2.67697e-15,5.33281e-14,1.31295e-16,2.66581e-15,2.66581e-15
1.70765e-22,4.08274e-21,7.13766e-24,1.71837e-22,1.67430e-22,1.54245e-19,3.40694e-18,6.93850e-21,1.55142e-19,1.51442e-19,2.19297e-17,4.67114e-16,1.01734e-18,2.20383e-17,2.15866e-17,2.66581e-15,5.31354e-14,1.30675e-16,2.67697e-15,2.63016e-15
1.67430e-22,4.00933e-21,6.98808e-24,1.70765e-22,1.61504e-22,1.51442e-19,3.35059e-18,6.80188e-21,1.54245e-19,1.46415e-19,2.15866e-17,4.60608e-16,9.99754e-19,2.19297e-17,2.09582e-17,2.63016e-15,5.25136e-14,1.28711e-16,2.66581e-15,2.56354e-15
1.61504e-22,3.87730e-21,6.72502e-24,1.67430e-22,1.52497e-22,1.46415e-19,3.24815e-18,6.55969e-21,1.51442e-19,1.38681e-19,2.09582e-17,4.48502e-16,9.68000e-19,2.15866e-17,1.99654e-17,2.56354e-15,5.13313e-14,1.25100e-16,2.63016e-15,2.45550e-15
1.52497e-22,3.67344e-21,6.33057e-24,1.61504e-22,1.39851e-22,1.38681e-19,3.08775e-18,6.19267e-21,1.46415e-19,1.27674e-19,1.99654e-17,4.28970e-16,9.18732e-19,2.09582e-17,1.85104e-17,2.45550e-15,4.93699e-14,1.19361e-16,2.56354e-15,2.29252e-15
1.39851e-22,3.38226e-21,5.78497e-24,1.52497e-22,1.23078e-22,1.27674e-19,2.85504e-18,5.67895e-21,1.38681e-19,1.12871e-19,1.85104e-17,3.99680e-16,8.47961e-19,1.99654e-17,1.64958e-17,2.29252e-15,4.63362e-14,1.10897e-16,2.45550e-15,2.06018e-15
1.23078e-22,2.98933e-21,5.07192e-24,1.39851e-22,1.01920e-22,1.12871e-19,2.53604e-18,4.99951e-21,1.27674e-19,9.39597e-20,1.64958e-17,3.58179e-16,7.51924e-19,1.85104e-17,1.38527e-17,2.06018e-15,4.18997e-14,9.91012e-17,2.29252e-15,1.74686e-15
1.01920e-22,2.48582e-21,4.18472e-24,1.23078e-22,7.65205e-23,9.39597e-20,2.12116e-18,4.14469e-21,1.12871e-19,7.10058e-20,1.38527e-17,3.02536e-16,6.28273e-19,1.64958e-17,1.05758e-17,1.74686e-15,3.57681e-14,8.35342e-17,2.06018e-15,1.34883e-15
7.65205e-23,1.87318e-21,3.13192e-24,1.01920e-22,4.75330e-23,7.10058e-20,1.60984e-18,3.12067e-21,9.39597e-20,4.45861e-20,1.05758e-17,2.32226e-16,4.77436e-19,1.38527e-17,6.75653e-18,1.34883e-15,2.78051e-14,6.41316e-17,1.74686e-15,8.75240e-16
4.75330e-23,1.16676e-21,1.94095e-24,7.65205e-23,1.61290e-23,4.45861e-20,1.01434e-18,1.95378e-21,7.10058e-20,1.59102e-20,6.75653e-18,1.49043e-16,3.03848e-19,1.05758e-17,2.63494e-18,8.75240e-16,1.81592e-14,4.13937e-17,1.34883e-15,3.65975e-16
1.94054e-24,4.75248e-23,7.93952e-26,6.57633e-25,3.13137e-24,1.95372e-21,4.45848e-20,8.53844e-23,6.94878e-22,3.12057e-21,3.03843e-19,6.75644e-18,1.35750e-20,1.17998e-19,4.77429e-19,4.13934e-17,8.75236e-16,1.92845e-18,1.71453e-17,6.41312e-17
3.13137e-24,7.65094e-23,1.28376e-25,1.94054e-24,4.18410e-24,3.12057e-21,7.10040e-20,1.36726e-22,1.95372e-21,4.14459e-21,4.77429e-19,1.05757e-17,2.14002e-20,3.03843e-19,6.28264e-19,6.41312e-17,1.34882e-15,3.00106e-18,4.13934e-17,8.35338e-17
4.18410e-24,1.01908e-22,1.72008e-25,3.13137e-24,5.07131e-24,4.14459e-21,9.39576e-20,1.82173e-22,3.12057e-21,4.99940e-21,6.28264e-19,1.38526e-17,2.82735e-20,4.77429e-19,7.51916e-19,8.35338e-17,1.74686e-15,3.92827e-18,6.41312e-17,9.91007e-17
5.07131e-24,1.23066e-22,2.09151e-25,4.18410e-24,5.78441e-24,4.99940e-21,1.12869e-19,2.20541e-22,4.14459e-21,5.67885e-21,7.51916e-19,1.64957e-17,3.39874e-20,6.28264e-19,8.47953e-19,9.91007e-17,2.06017e-15,4.68457e-18,8.35338e-17,1.10896e-16
5.78441e-24,1.39841e-22,2.39362e-25,5.07131e-24,6.33010e-24,5.67885e-21,1.27672e-19,2.51447e-22,4.99940e-21,6.19258e-21,8.47953e-19,1.85103e-17,3.84981e-20,7.51916e-19,9.18726e-19,1.10896e-16,2.29251e-15,5.26859e-18,9.91007e-17,1.19361e-16
6.33010e-24,1.52488e-22,2.62780e-25,5.78441e-24,6.72466e-24,6.19258e-21,1.38679e-19,2.75154e-22,5.67885e-21,6.55963e-21,9.18726e-19,1.99653e-17,4.18811e-20,8.47953e-19,9.67996e-19,1.19361e-16,2.45549e-15,5.69624e-18,1.10896e-16,1.25100e-16
6.72466e-24,1.61497e-22,2.79933e-25,6.33010e-24,6.98783e-24,6.55963e-21,1.46414e-19,2.92339e-22,6.19258e-21,6.80184e-21,9.67996e-19,2.09582e-17,4.42778e-20,9.18726e-19,9.99750e-19,1.25100e-16,2.56354e-15,5.99204e-18,1.19361e-16,1.28711e-16
6.98783e-24,1.67425e-22,2.91509e-25,6.72466e-24,7.13754e-24,6.80184e-21,1.51442e-19,3.03828e-22,6.55963e-21,6.93848e-21,9.99750e-19,2.15865e-17,4.58473e-20,9.67996e-19,1.01734e-18,1.28711e-16,2.63015e-15,6.18156e-18,1.25100e-16,1.30675e-16
7.13754e-24,1.70763e-22,2.98153e-25,6.98783e-24,7.18604e-24,6.93848e-21,1.54245e-19,3.10375e-22,6.80184e-21,6.98251e-21,1.01734e-18,2.19297e-17,4.67274e-20,9.99750e-19,1.02295e-18,1.30675e-16,2.66581e-15,6.28608e-18,1.28711e-16,1.31295e-16
7.18604e-24,1.71837e-22,3.00317e-25,7.13754e-24,7.13766e-24,6.98251e-21,1.55142e-19,3.12497e-22,6.93848e-21,6.93850e-21,1.02295e-18,2.20383e-17,4.70102e-20,1.01734e-18,1.01734e-18,1.31295e-16,2.67697e-15,6.31934e-18,1.30675e-16,1.30675e-16
7.13766e-24,1.70765e-22,2.98160e-25,7.18604e-24,6.98808e-24,6.93850e-21,1.54245e-19,3.10376e-22,6.98251e-21,6.80188e-21,1.01734e-18,2.19297e-17,4.67275e-20,1.02295e-18,9.99754e-19,1.30675e-16,2.66581e-15,6.28608e-18,1.31295e-16,1.28711e-16
6.98808e-24,1.67430e-22,2.91522e-25,7.13766e-24,6.72502e-24,6.80188e-21,1.51442e-19,3.03831e-22,6.93850e-21,6.55969e-21,9.99754e-19,2.15866e-17,4.58475e-20,1.01734e-18,9.68000e-19,1.28711e-16,2.63016e-15,6.18158e-18,1.30675e-16,1.25100e-16
6.72502e-24,1.61504e-22,2.79952e-25,6.98808e-24,6.33057e-24,6.55969e-21,1.46415e-19,2.92343e-22,6.80188e-21,6.19267e-21,9.68000e-19,2.09582e-17,4.42781e-20,9.99754e-19,9.18732e-19,1.25100e-16,2.56354e-15,5.99205e-18,1.28711e-16,1.19361e-16
6.33057e-24,1.52497e-22,2.62804e-25,6.72502e-24,5.78497e-24,6.19267e-21,1.38681e-19,2.75159e-22,6.55969e-21,5.67895e-21,9.18732e-19,1.99654e-17,4.18814e-20,9.68000e-19,8.47961e-19,1.19361e-16,2.45550e-15,5.69626e-18,1.25100e-16,1.10897e-16
5.78497e-24,1.39851e-22,2.39390e-25,6.33057e-24,5.07192e-24,5.67895e-21,1.27674e-19,2.51452e-22,6.19267e-21,4.99951e-21,8.47961e-19,1.85104e-17,3.84985e-20,9.18732e-19,7.51924e-19,1.10897e-16,2.29252e-15,5.26862e-18,1.19361e-16,9.91012e-17
5.07192e-24,1.23078e-22,2.09182e-25,5.78497e-24,4.18472e-24,4.99951e-21,1.12871e-19,2.20547e-22,5.67895e-21,4.14469e-21,7.51924e-19,1.64958e-17,3.39878e-20,8.47961e-19,6.28273e-19,9.91012e-17,2.06018e-15,4.68460e-18,1.10897e-16,8.35342e-17
4.18472e-24,1.01920e-22,1.72039e-25,5.07192e-24,3.13192e-24,4.14469e-21,9.39597e-20,1.82178e-22,4.99951e-21,3.12067e-21,6.28273e-19,1.38527e-17,2.82739e-20,7.51924e-19,4.77436e-19,8.35342e-17,1.74686e-15,3.92830e-18,9.91012e-17,6.41316e-17
3.13192e-24,7.65205e-23,1.28404e-25,4.18472e-24,1.94095e-24,3.12067e-21,7.10058e-20,1.36731e-22,4.14469e-21,1.95378e-21,4.77436e-19,1.05758e-17,2.14006e-20,6.28273e-19,3.03848e-19,6.41316e-17,1.34883e-15,3.00108e-18,8.35342e-17,4.13937e-17
