"p^n-2_i,j","p^n-2_i-1,j","p^n-2_i+1,j","p^n-2_i,j-1","p^n-2_i,j+1","p^n-1_i,j","p^n-1_i-1,j","p^n-1_i+1,j","p^n-1_i,j-1","p^n-1_i,j+1","p^n_i,j","p^n_i-1,j","p^n_i+1,j","p^n_i,j-1","p^n_i,j+1","p^n+1_i,j","p^n+1_i-1,j","p^n+1_i+1,j","p^n+1_i,j-1","p^n+1_i,j+1"
1.91632e-58,4.61808e-57,7.95237e-60,6.43713e-59,3.14422e-58,5.24000e-55,1.23028e-53,2.23062e-56,1.80778e-55,8.55230e-55,1.48113e-52,3.46746e-51,6.32241e-54,5.59724e-53,2.38836e-52,2.78583e-50,6.49843e-49,1.19323e-51,1.09629e-50,4.46255e-50
3.14422e-58,7.57607e-57,1.30497e-59,1.91632e-58,4.29874e-58,8.55230e-55,2.00754e-53,3.64134e-56,5.24000e-55,1.16635e-54,2.38836e-52,5.59013e-51,1.01971e-53,1.48113e-52,3.24595e-52,4.46255e-50,1.04070e-48,1.91186e-51,2.78583e-50,6.04555e-50
4.29874e-58,1.03560e-56,1.78445e-59,3.14422e-58,5.35355e-58,1.16635e-54,2.73728e-53,4.96699e-56,8.55230e-55,1.45032e-54,3.24595e-52,7.59548e-51,1.38617e-53,2.38836e-52,4.03042e-52,6.04555e-50,1.40944e-48,2.59075e-51,4.46255e-50,7.49346e-50
5.35355e-58,1.28943e-56,2.22275e-59,4.29874e-58,6.28538e-58,1.45032e-54,3.40291e-53,6.17753e-56,1.16635e-54,1.70090e-54,4.03042e-52,9.42853e-51,1.72161e-53,3.24595e-52,4.72295e-52,7.49346e-50,1.74642e-48,3.21219e-51,6.04555e-50,8.77127e-50
6.28538e-58,1.51351e-56,2.61019e-59,5.35355e-58,7.07449e-58,1.70090e-54,3.98992e-53,7.24644e-56,1.45032e-54,1.91287e-54,4.72295e-52,1.10454e-50,2.01795e-53,4.03042e-52,5.30845e-52,8.77127e-50,2.04351e-48,3.76112e-51,7.49346e-50,9.85090e-50
7.07449e-58,1.70315e-56,2.93849e-59,6.28538e-58,7.70486e-58,1.91287e-54,4.48611e-53,8.15117e-56,1.70090e-54,2.08199e-54,5.30845e-52,1.24112e-50,2.26868e-53,4.72295e-52,5.77520e-52,9.85090e-50,2.29427e-48,4.22534e-51,8.77127e-50,1.07108e-49
7.70486e-58,1.85454e-56,3.20091e-59,7.07449e-58,8.16420e-58,2.08199e-54,4.88173e-53,8.87345e-56,1.91287e-54,2.20504e-54,5.77520e-52,1.34991e-50,2.46870e-53,5.30845e-52,6.11452e-52,1.07108e-49,2.49379e-48,4.59541e-51,9.85090e-50,1.13354e-49
8.16420e-58,1.96478e-56,3.39224e-59,7.70486e-58,8.44387e-58,2.20504e-54,5.16943e-53,9.39925e-56,2.08199e-54,2.27978e-54,6.11452e-52,1.42894e-50,2.61420e-53,5.77520e-52,6.32045e-52,1.13354e-49,2.63858e-48,4.86440e-51,1.07108e-49,1.17141e-49
8.44387e-58,2.03187e-56,3.50880e-59,8.16420e-58,8.53873e-58,2.27978e-54,5.34409e-53,9.71873e-56,2.20504e-54,2.30488e-54,6.32045e-52,1.47689e-50,2.70255e-53,6.11452e-52,6.38955e-52,1.17141e-49,2.72634e-48,5.02762e-51,1.13354e-49,1.18411e-49
8.53873e-58,2.05459e-56,3.54839e-59,8.44387e-58,8.44702e-58,2.30488e-54,5.40273e-53,9.82607e-56,2.27978e-54,2.27990e-54,6.38955e-52,1.49297e-50,2.73220e-53,6.32045e-52,6.32068e-52,1.18411e-49,2.75575e-48,5.08236e-51,1.17141e-49,1.17144e-49
8.44702e-58,2.03256e-56,3.51024e-59,8.53873e-58,8.17031e-58,2.27990e-54,5.34435e-53,9.71931e-56,2.30488e-54,2.20528e-54,6.32068e-52,1.47693e-50,2.70266e-53,6.38955e-52,6.11495e-52,1.17144e-49,2.72640e-48,5.02775e-51,1.18411e-49,1.13359e-49
8.17031e-58,1.96612e-56,3.39504e-59,8.44702e-58,7.71357e-58,2.20528e-54,5.16994e-53,9.40037e-56,2.27990e-54,2.08232e-54,6.11495e-52,1.42904e-50,2.61441e-53,6.32068e-52,5.77581e-52,1.13359e-49,2.63870e-48,4.86465e-51,1.17144e-49,1.07116e-49
7.71357e-58,1.85644e-56,3.20489e-59,8.17031e-58,7.08523e-58,2.08232e-54,4.88245e-53,8.87502e-56,2.20528e-54,1.91328e-54,5.77581e-52,1.35004e-50,2.46899e-53,6.11495e-52,5.30919e-52,1.07116e-49,2.49395e-48,4.59576e-51,1.13359e-49,9.85181e-50
7.08523e-58,1.70550e-56,2.94341e-59,7.71357e-58,6.29742e-58,1.91328e-54,4.48698e-53,8.15308e-56,2.08232e-54,1.70135e-54,5.30919e-52,1.24128e-50,2.26903e-53,5.77581e-52,4.72376e-52,9.85181e-50,2.29446e-48,4.22577e-51,1.07116e-49,8.77227e-50
6.29742e-58,1.51615e-56,2.61570e-59,7.08523e-58,5.36599e-58,1.70135e-54,3.99088e-53,7.24853e-56,1.91328e-54,1.45077e-54,4.72376e-52,1.10471e-50,2.01833e-53,5.30919e-52,4.03124e-52,8.77227e-50,2.04373e-48,3.76158e-51,9.85181e-50,7.49446e-50
5.36599e-58,1.29214e-56,2.22844e-59,6.29742e-58,4.31054e-58,1.45077e-54,3.40388e-53,6.17964e-56,1.70135e-54,1.16677e-54,4.03124e-52,9.43027e-51,1.72199e-53,4.72376e-52,3.24669e-52,7.49446e-50,1.74663e-48,3.21265e-51,8.77227e-50,6.04646e-50
4.31054e-58,1.03817e-56,1.78985e-59,5.36599e-58,3.15420e-58,1.16677e-54,2.73817e-53,4.96892e-56,1.45077e-54,8.55567e-55,3.24669e-52,7.59707e-51,1.38652e-53,4.03124e-52,2.38897e-52,6.04646e-50,1.40964e-48,2.59117e-51,7.49446e-50,4.46329e-50
3.15420e-58,7.59786e-57,1.30954e-59,4.31054e-58,1.92321e-58,8.55567e-55,2.00826e-53,3.64291e-56,1.16677e-54,5.24223e-55,2.38897e-52,5.59142e-51,1.02000e-53,3.24669e-52,1.48153e-52,4.46329e-50,1.04085e-48,1.91220e-51,6.04646e-50,2.78632e-50
1.92321e-58,4.63312e-57,7.98395e-60,3.15420e-58,6.46258e-59,5.24223e-55,1.23076e-53,2.23166e-56,8.55567e-55,1.80863e-55,1.48153e-52,3.46832e-51,6.32429e-54,2.38897e-52,5.59887e-53,2.78632e-50,6.49948e-49,1.19346e-51,4.46329e-50,1.09650e-50
7.95237e-60,1.91632e-58,3.30017e-61,2.67106e-60,1.30497e-59,2.23062e-56,5.24000e-55,9.49062e-58,7.69153e-57,3.64134e-56,6.32241e-54,1.48113e-52,2.69708e-55,2.38841e-54,1.01971e-53,1.19323e-51,2.78583e-50,5.10663e-53,4.69337e-52,1.91186e-51
1.30497e-59,3.14422e-58,5.41622e-61,7.95237e-60,1.78445e-59,3.64134e-56,8.55230e-55,1.54956e-57,2.23062e-56,4.96699e-56,1.01971e-53,2.38836e-52,4.35081e-55,6.32241e-54,1.38617e-53,1.91186e-51,4.46255e-50,8.18394e-53,1.19323e-51,2.59075e-51
1.78445e-59,4.29874e-58,7.40749e-61,1.30497e-59,2.22275e-59,4.96699e-56,1.16635e-54,2.11406e-57,3.64134e-56,6.17753e-56,1.38617e-53,3.24595e-52,5.91557e-55,1.01971e-53,1.72161e-53,2.59075e-51,6.04555e-50,1.10927e-52,1.91186e-51,3.21219e-51
2.22275e-59,5.35355e-58,9.22866e-61,1.78445e-59,2.61019e-59,6.17753e-56,1.45032e-54,2.62978e-57,4.96699e-56,7.24644e-56,1.72161e-53,4.03042e-52,7.34871e-55,1.38617e-53,2.01795e-53,3.21219e-51,7.49346e-50,1.37571e-52,2.59075e-51,3.76112e-51
2.61019e-59,6.28538e-58,1.08394e-60,2.22275e-59,2.93849e-59,7.24644e-56,1.70090e-54,3.08541e-57,6.17753e-56,8.15117e-56,2.01795e-53,4.72295e-52,8.61562e-55,1.72161e-53,2.26868e-53,3.76112e-51,8.77127e-50,1.61126e-52,3.21219e-51,4.22534e-51
2.93849e-59,7.07449e-58,1.22050e-60,2.61019e-59,3.20091e-59,8.15117e-56,1.91287e-54,3.47127e-57,7.24644e-56,8.87345e-56,2.26868e-53,5.30845e-52,9.68829e-55,2.01795e-53,2.46870e-53,4.22534e-51,9.85090e-50,1.81062e-52,3.76112e-51,4.59541e-51
3.20091e-59,7.70486e-58,1.32972e-60,2.93849e-59,3.39224e-59,8.87345e-56,2.08199e-54,3.77948e-57,8.15117e-56,9.39925e-56,2.46870e-53,5.77520e-52,1.05446e-54,2.26868e-53,2.61420e-53,4.59541e-51,1.07108e-49,1.96967e-52,4.22534e-51,4.86440e-51
3.39224e-59,8.16420e-58,1.40940e-60,3.20091e-59,3.50880e-59,9.39925e-56,2.20504e-54,4.00395e-57,8.87345e-56,9.71873e-56,2.61420e-53,6.11452e-52,1.11678e-54,2.46870e-53,2.70255e-53,4.86440e-51,1.13354e-49,2.08536e-52,4.59541e-51,5.02762e-51
3.50880e-59,8.44387e-58,1.45796e-60,3.39224e-59,3.54839e-59,9.71873e-56,2.27978e-54,4.14038e-57,9.39925e-56,9.82607e-56,2.70255e-53,6.32045e-52,1.15464e-54,2.61420e-53,2.73220e-53,5.02762e-51,1.17141e-49,2.15559e-52,4.86440e-51,5.08236e-51
3.54839e-59,8.53873e-58,1.47448e-60,3.50880e-59,3.51024e-59,9.82607e-56,2.30488e-54,4.18624e-57,9.71873e-56,9.71931e-56,2.73220e-53,6.38955e-52,1.16735e-54,2.70255e-53,2.70266e-53,5.08236e-51,1.18411e-49,2.17915e-52,5.02762e-51,5.02775e-51
3.51024e-59,8.44702e-58,1.45862e-60,3.54839e-59,3.39504e-59,9.71931e-56,2.27990e-54,4.14065e-57,9.82607e-56,9.40037e-56,2.70266e-53,6.32068e-52,1.15469e-54,2.73220e-53,2.61441e-53,5.02775e-51,1.17144e-49,2.15565e-52,5.08236e-51,4.86465e-51
3.39504e-59,8.17031e-58,1.41068e-60,3.51024e-59,3.20489e-59,9.40037e-56,2.20528e-54,4.00446e-57,9.71931e-56,8.87502e-56,2.61441e-53,6.11495e-52,1.11688e-54,2.70266e-53,2.46899e-53,4.86465e-51,1.13359e-49,2.08548e-52,5.02775e-51,4.59576e-51
3.20489e-59,7.71357e-58,1.33155e-60,3.39504e-59,2.94341e-59,8.87502e-56,2.08232e-54,3.78021e-57,9.40037e-56,8.15308e-56,2.46899e-53,5.77581e-52,1.05459e-54,2.61441e-53,2.26903e-53,4.59576e-51,1.07116e-49,1.96984e-52,4.86465e-51,4.22577e-51
2.94341e-59,7.08523e-58,1.22275e-60,3.20489e-59,2.61570e-59,8.15308e-56,1.91328e-54,3.47216e-57,8.87502e-56,7.24853e-56,2.26903e-53,5.30919e-52,9.68993e-55,2.46899e-53,2.01833e-53,4.22577e-51,9.85181e-50,1.81082e-52,4.59576e-51,3.76158e-51
2.61570e-59,6.29742e-58,1.08646e-60,2.94341e-59,2.22844e-59,7.24853e-56,1.70135e-54,3.08638e-57,8.15308e-56,6.17964e-56,2.01833e-53,4.72376e-52,8.61741e-55,2.26903e-53,1.72199e-53,3.76158e-51,8.77227e-50,1.61148e-52,4.22577e-51,3.21265e-51
2.22844e-59,5.36599e-58,9.25475e-61,2.61570e-59,1.78985e-59,6.17964e-56,1.45077e-54,2.63076e-57,7.24853e-56,4.96892e-56,1.72199e-53,4.03124e-52,7.35050e-55,2.01833e-53,1.38652e-53,3.21265e-51,7.49446e-50,1.37593e-52,3.76158e-51,2.59117e-51
1.78985e-59,4.31054e-58,7.43224e-61,2.22844e-59,1.30954e-59,4.96892e-56,1.16677e-54,2.11495e-57,6.17964e-56,3.64291e-56,1.38652e-53,3.24669e-52,5.91721e-55,1.72199e-53,1.02000e-53,2.59117e-51,6.04646e-50,1.10947e-52,3.21265e-51,1.91220e-51
1.30954e-59,3.15420e-58,5.43717e-61,1.78985e-59,7.98395e-60,3.64291e-56,8.55567e-55,1.55029e-57,4.96892e-56,2.23166e-56,1.02000e-53,2.38897e-52,4.35214e-55,1.38652e-53,6.32429e-54,1.91220e-51,4.46329e-50,8.18556e-53,2.59117e-51,1.19346e-51
7.98395e-60,1.92321e-58,3.31466e-61,1.30954e-59,2.68273e-60,2.23166e-56,5.24223e-55,9.49543e-58,3.64291e-56,7.69546e-57,6.32429e-54,1.48153e-52,2.69795e-55,1.02000e-53,2.38917e-54,1.19346e-51,2.78632e-50,5.10771e-53,1.91220e-51,4.69435e-52
3.30017e-61,7.95237e-60,1.36956e-62,1.10838e-61,5.41622e-61,9.49062e-58,2.23062e-56,4.03595e-59,3.27087e-58,1.54956e-57,2.69708e-55,6.32241e-54,1.14984e-56,1.01853e-55,4.35081e-55,5.10663e-53,1.19323e-51,2.18377e-54,2.00770e-53,8.18394e-53
5.41622e-61,1.30497e-59,2.24799e-62,3.30017e-61,7.40749e-61,1.54956e-57,3.64134e-56,6.59074e-59,9.49062e-58,2.11406e-57,4.35081e-55,1.01971e-53,1.85519e-56,2.69708e-55,5.91557e-55,8.18394e-53,1.91186e-51,3.50043e-54,5.10663e-53,1.10927e-52
7.40749e-61,1.78445e-59,3.07493e-62,5.41622e-61,9.22866e-61,2.11406e-57,4.96699e-56,8.99312e-59,1.54956e-57,2.62978e-57,5.91557e-55,1.38617e-53,2.52286e-56,4.35081e-55,7.34871e-55,1.10927e-52,2.59075e-51,4.74557e-54,8.18394e-53,1.37571e-52
9.22866e-61,2.22275e-59,3.83159e-62,7.40749e-61,1.08394e-60,2.62978e-57,6.17753e-56,1.11889e-58,2.11406e-57,3.08541e-57,7.34871e-55,1.72161e-53,3.13469e-56,5.91557e-55,8.61562e-55,1.37571e-52,3.21219e-51,5.88687e-54,1.10927e-52,1.61126e-52
1.08394e-60,2.61019e-59,4.50115e-62,9.22866e-61,1.22050e-60,3.08541e-57,7.24644e-56,1.31297e-58,2.62978e-57,3.47127e-57,8.61562e-55,2.01795e-53,3.67587e-56,7.34871e-55,9.68829e-55,1.61126e-52,3.76112e-51,6.89653e-54,1.37571e-52,1.81062e-52
1.22050e-60,2.93849e-59,5.06914e-62,1.08394e-60,1.32972e-60,3.47127e-57,8.15117e-56,1.47741e-58,3.08541e-57,3.77948e-57,9.68829e-55,2.26868e-53,4.13436e-56,8.61562e-55,1.05446e-54,1.81062e-52,4.22534e-51,7.75172e-54,1.61126e-52,1.96967e-52
1.32972e-60,3.20091e-59,5.52364e-62,1.22050e-60,1.40940e-60,3.77948e-57,8.87345e-56,1.60882e-58,3.47127e-57,4.00395e-57,1.05446e-54,2.46870e-53,4.50057e-56,9.68829e-55,1.11678e-54,1.96967e-52,4.59541e-51,8.43446e-54,1.81062e-52,2.08536e-52
1.40940e-60,3.39224e-59,5.85535e-62,1.32972e-60,1.45796e-60,4.00395e-57,9.39925e-56,1.70457e-58,3.77948e-57,4.14038e-57,1.11678e-54,2.61420e-53,4.76723e-56,1.05446e-54,1.15464e-54,2.08536e-52,4.86440e-51,8.93135e-54,1.96967e-52,2.15559e-52
1.45796e-60,3.50880e-59,6.05766e-62,1.40940e-60,1.47448e-60,4.14038e-57,9.71873e-56,1.76279e-58,4.00395e-57,4.18624e-57,1.15464e-54,2.70255e-53,4.92927e-56,1.11678e-54,1.16735e-54,2.15559e-52,5.02762e-51,9.23314e-54,2.08536e-52,2.17915e-52
1.47448e-60,3.54839e-59,6.12657e-62,1.45796e-60,1.45862e-60,4.18624e-57,9.82607e-56,1.78236e-58,4.14038e-57,4.14065e-57,1.16735e-54,2.73220e-53,4.98369e-56,1.15464e-54,1.15469e-54,2.17915e-52,5.08236e-51,9.33442e-54,2.15559e-52,2.15565e-52
1.45862e-60,3.51024e-59,6.06069e-62,1.47448e-60,1.41068e-60,4.14065e-57,9.71931e-56,1.76291e-58,4.18624e-57,4.00446e-57,1.15469e-54,2.70266e-53,4.92950e-56,1.16735e-54,1.11688e-54,2.15565e-52,5.02775e-51,9.23343e-54,2.17915e-52,2.08548e-52
1.41068e-60,3.39504e-59,5.86124e-62,1.45862e-60,1.33155e-60,4.00446e-57,9.40037e-56,1.70481e-58,4.14065e-57,3.78021e-57,1.11688e-54,2.61441e-53,4.76768e-56,1.15469e-54,1.05459e-54,2.08548e-52,4.86465e-51,8.93191e-54,2.15565e-52,1.96984e-52
1.33155e-60,3.20489e-59,5.53201e-62,1.41068e-60,1.22275e-60,3.78021e-57,8.87502e-56,1.60916e-58,4.00446e-57,3.47216e-57,1.05459e-54,2.46899e-53,4.50120e-56,1.11688e-54,9.68993e-55,1.96984e-52,4.59576e-51,8.43525e-54,2.08548e-52,1.81082e-52
1.22275e-60,2.94341e-59,5.07947e-62,1.33155e-60,1.08646e-60,3.47216e-57,8.15308e-56,1.47782e-58,3.78021e-57,3.08638e-57,9.68993e-55,2.26903e-53,4.13512e-56,1.05459e-54,8.61741e-55,1.81082e-52,4.22577e-51,7.75266e-54,1.96984e-52,1.61148e-52
1.08646e-60,2.61570e-59,4.51274e-62,1.22275e-60,9.25475e-61,3.08638e-57,7.24853e-56,1.31342e-58,3.47216e-57,2.63076e-57,8.61741e-55,2.01833e-53,3.67671e-56,9.68993e-55,7.35050e-55,1.61148e-52,3.76158e-51,6.89757e-54,1.81082e-52,1.37593e-52
9.25475e-61,2.22844e-59,3.84357e-62,1.08646e-60,7.43224e-61,2.63076e-57,6.17964e-56,1.11934e-58,3.08638e-57,2.11495e-57,7.35050e-55,1.72199e-53,3.13553e-56,8.61741e-55,5.91721e-55,1.37593e-52,3.21265e-51,5.88791e-54,1.61148e-52,1.10947e-52
7.43224e-61,1.78985e-59,3.08630e-62,9.25475e-61,5.43717e-61,2.11495e-57,4.96892e-56,8.99727e-59,2.63076e-57,1.55029e-57,5.91721e-55,1.38652e-53,2.52362e-56,7.35050e-55,4.35214e-55,1.10947e-52,2.59117e-51,4.74651e-54,1.37593e-52,8.18556e-53
5.43717e-61,1.30954e-59,2.25761e-62,7.43224e-61,3.31466e-61,1.55029e-57,3.64291e-56,6.59411e-59,2.11495e-57,9.49543e-58,4.35214e-55,1.02000e-53,1.85580e-56,5.91721e-55,2.69795e-55,8.18556e-53,1.91220e-51,3.50119e-54,1.10947e-52,5.10771e-53
3.31466e-61,7.98395e-60,1.37622e-62,5.43717e-61,1.11374e-61,9.49543e-58,2.23166e-56,4.03818e-59,1.55029e-57,3.27269e-58,2.69795e-55,6.32429e-54,1.15025e-56,4.35214e-55,1.01889e-55,5.10771e-53,1.19346e-51,2.18427e-54,8.18556e-53,2.00816e-53
1.36956e-62,3.30017e-61,5.68355e-64,4.59935e-63,2.24799e-62,4.03595e-59,9.49062e-58,1.71549e-60,1.39029e-59,6.59074e-59,1.14984e-56,2.69708e-55,4.89916e-58,4.34088e-57,1.85519e-56,2.18377e-54,5.10663e-53,9.33161e-56,8.58191e-55,3.50043e-54
2.24799e-62,5.41622e-61,9.33008e-64,1.36956e-62,3.07493e-62,6.59074e-59,1.54956e-57,2.80184e-60,4.03595e-59,8.99312e-59,1.85519e-56,4.35081e-55,7.90573e-58,1.14984e-56,2.52286e-56,3.50043e-54,8.18394e-53,1.49606e-55,2.18377e-54,4.74557e-54
3.07493e-62,7.40749e-61,1.27641e-63,2.24799e-62,3.83159e-62,8.99312e-59,2.11406e-57,3.82369e-60,6.59074e-59,1.11889e-58,2.52286e-56,5.91557e-55,1.07528e-57,1.85519e-56,3.13469e-56,4.74557e-54,1.10927e-52,2.02863e-55,3.50043e-54,5.88687e-54
3.83159e-62,9.22866e-61,1.59076e-63,3.07493e-62,4.50115e-62,1.11889e-58,2.62978e-57,4.75799e-60,8.99312e-59,1.31297e-58,3.13469e-56,7.34871e-55,1.33629e-57,2.52286e-56,3.67587e-56,5.88687e-54,1.37571e-52,2.51705e-55,4.74557e-54,6.89653e-54
4.50115e-62,1.08394e-60,1.86906e-63,3.83159e-62,5.06914e-62,1.31297e-58,3.08541e-57,5.58417e-60,1.11889e-58,1.47741e-58,3.67587e-56,8.61562e-55,1.56728e-57,3.13469e-56,4.13436e-56,6.89653e-54,1.61126e-52,2.94941e-55,5.88687e-54,7.75172e-54
5.06914e-62,1.22050e-60,2.10527e-63,4.50115e-62,5.52364e-62,1.47741e-58,3.47127e-57,6.28451e-60,1.31297e-58,1.60882e-58,4.13436e-56,9.68829e-55,1.76308e-57,3.67587e-56,4.50057e-56,7.75172e-54,1.81062e-52,3.31586e-55,6.89653e-54,8.43446e-54
5.52364e-62,1.32972e-60,2.29436e-63,5.06914e-62,5.85535e-62,1.60882e-58,3.77948e-57,6.84440e-60,1.47741e-58,1.70457e-58,4.50057e-56,1.05446e-54,1.91955e-57,4.13436e-56,4.76723e-56,8.43446e-54,1.96967e-52,3.60860e-55,7.75172e-54,8.93135e-54
5.85535e-62,1.40940e-60,2.43244e-63,5.52364e-62,6.05766e-62,1.70457e-58,4.00395e-57,7.25248e-60,1.60882e-58,1.76279e-58,4.76723e-56,1.11678e-54,2.03354e-57,4.50057e-56,4.92927e-56,8.93135e-54,2.08536e-52,3.82176e-55,8.43446e-54,9.23314e-54
6.05766e-62,1.45796e-60,2.51671e-63,5.85535e-62,6.12657e-62,1.76279e-58,4.14038e-57,7.50067e-60,1.70457e-58,1.78236e-58,4.92927e-56,1.15464e-54,2.10283e-57,4.76723e-56,4.98369e-56,9.23314e-54,2.15559e-52,3.95127e-55,8.93135e-54,9.33442e-54
6.12657e-62,1.47448e-60,2.54546e-63,6.05766e-62,6.06069e-62,1.78236e-58,4.18624e-57,7.58413e-60,1.76279e-58,1.76291e-58,4.98369e-56,1.16735e-54,2.12610e-57,4.92927e-56,4.92950e-56,9.33442e-54,2.17915e-52,3.99475e-55,9.23314e-54,9.23343e-54
6.06069e-62,1.45862e-60,2.51810e-63,6.12657e-62,5.86124e-62,1.76291e-58,4.14065e-57,7.50125e-60,1.78236e-58,1.70481e-58,4.92950e-56,1.15469e-54,2.10293e-57,4.98369e-56,4.76768e-56,9.23343e-54,2.15565e-52,3.95141e-55,9.33442e-54,8.93191e-54
5.86124e-62,1.41068e-60,2.43515e-63,6.06069e-62,5.53201e-62,1.70481e-58,4.00446e-57,7.25359e-60,1.76291e-58,1.60916e-58,4.76768e-56,1.11688e-54,2.03375e-57,4.92950e-56,4.50120e-56,8.93191e-54,2.08548e-52,3.82202e-55,9.23343e-54,8.43525e-54
5.53201e-62,1.33155e-60,2.29822e-63,5.86124e-62,5.07947e-62,1.60916e-58,3.78021e-57,6.84596e-60,1.70481e-58,1.47782e-58,4.50120e-56,1.05459e-54,1.91984e-57,4.76768e-56,4.13512e-56,8.43525e-54,1.96984e-52,3.60897e-55,8.93191e-54,7.75266e-54
5.07947e-62,1.22275e-60,2.11002e-63,5.53201e-62,4.51274e-62,1.47782e-58,3.47216e-57,6.28641e-60,1.60916e-58,1.31342e-58,4.13512e-56,9.68993e-55,1.76343e-57,4.50120e-56,3.67671e-56,7.75266e-54,1.81082e-52,3.31630e-55,8.43525e-54,6.89757e-54
4.51274e-62,1.08646e-60,1.87440e-63,5.07947e-62,3.84357e-62,1.31342e-58,3.08638e-57,5.58626e-60,1.47782e-58,1.11934e-58,3.67671e-56,8.61741e-55,1.56767e-57,4.13512e-56,3.13553e-56,6.89757e-54,1.61148e-52,2.94989e-55,7.75266e-54,5.88791e-54
3.84357e-62,9.25475e-61,1.59628e-63,4.51274e-62,3.08630e-62,1.11934e-58,2.63076e-57,4.76009e-60,1.31342e-58,8.99727e-59,3.13553e-56,7.35050e-55,1.33668e-57,3.67671e-56,2.52362e-56,5.88791e-54,1.37593e-52,2.51753e-55,6.89757e-54,4.74651e-54
3.08630e-62,7.43224e-61,1.28165e-63,3.84357e-62,2.25761e-62,8.99727e-59,2.11495e-57,3.82561e-60,1.11934e-58,6.59411e-59,2.52362e-56,5.91721e-55,1.07563e-57,3.13553e-56,1.85580e-56,4.74651e-54,1.10947e-52,2.02907e-55,5.88791e-54,3.50119e-54
2.25761e-62,5.43717e-61,9.37441e-64,3.08630e-62,1.37622e-62,6.59411e-59,1.55029e-57,2.80340e-60,8.99727e-59,4.03818e-59,1.85580e-56,4.35214e-55,7.90861e-58,2.52362e-56,1.15025e-56,3.50119e-54,8.18556e-53,1.49642e-55,4.74651e-54,2.18427e-54
1.37622e-62,3.31466e-61,5.71423e-64,2.25761e-62,4.62399e-63,4.03818e-59,9.49543e-58,1.71652e-60,6.59411e-59,1.39113e-59,1.15025e-56,2.69795e-55,4.90107e-58,1.85580e-56,4.34253e-57,2.18427e-54,5.10771e-53,9.33397e-56,3.50119e-54,8.58405e-55
5.68355e-64,1.36956e-62,2.35856e-65,1.90854e-64,9.33008e-64,1.71549e-60,4.03595e-59,7.28830e-62,5.90667e-61,2.80184e-60,4.89916e-58,1.14984e-56,2.08623e-59,1.84898e-58,7.90573e-58,9.33161e-56,2.18377e-54,3.98473e-57,3.66570e-56,1.49606e-55
9.33008e-64,2.24799e-62,3.87225e-65,5.68355e-64,1.27641e-63,2.80184e-60,6.59074e-59,1.19054e-61,1.71549e-60,3.82369e-60,7.90573e-58,1.85519e-56,3.36701e-59,4.89916e-58,1.07528e-57,1.49606e-55,3.50043e-54,6.38946e-57,9.33161e-56,2.02863e-55
1.27641e-63,3.07493e-62,5.29824e-65,9.33008e-64,1.59076e-63,3.82369e-60,8.99312e-59,1.62496e-61,2.80184e-60,4.75799e-60,1.07528e-57,2.52286e-56,4.58023e-59,7.90573e-58,1.33629e-57,2.02863e-55,4.74557e-54,8.66548e-57,1.49606e-55,2.51705e-55
1.59076e-63,3.83159e-62,6.60411e-65,1.27641e-63,1.86906e-63,4.75799e-60,1.11889e-58,2.02228e-61,3.82369e-60,5.58417e-60,1.33629e-57,3.13469e-56,5.69294e-59,1.07528e-57,1.56728e-57,2.51705e-55,5.88687e-54,1.07539e-56,2.02863e-55,2.94941e-55
1.86906e-63,4.50115e-62,7.76074e-65,1.59076e-63,2.10527e-63,5.58417e-60,1.31297e-58,2.37376e-61,4.75799e-60,6.28451e-60,1.56728e-57,3.67587e-56,6.67815e-59,1.33629e-57,1.76308e-57,2.94941e-55,6.89653e-54,1.26037e-56,2.51705e-55,3.31586e-55
2.10527e-63,5.06914e-62,8.74285e-65,1.86906e-63,2.29436e-63,6.28451e-60,1.47741e-58,2.67182e-61,5.58417e-60,6.84440e-60,1.76308e-57,4.13436e-56,7.51366e-59,1.56728e-57,1.91955e-57,3.31586e-55,7.75172e-54,1.41723e-56,2.94941e-55,3.60860e-55
2.29436e-63,5.52364e-62,9.52948e-65,2.10527e-63,2.43244e-63,6.84440e-60,1.60882e-58,2.91020e-61,6.28451e-60,7.25248e-60,1.91955e-57,4.50057e-56,8.18164e-59,1.76308e-57,2.03354e-57,3.60860e-55,8.43446e-54,1.54262e-56,3.31586e-55,3.82176e-55
2.43244e-63,5.85535e-62,1.01042e-64,2.29436e-63,2.51671e-63,7.25248e-60,1.70457e-58,3.08400e-61,6.84440e-60,7.50067e-60,2.03354e-57,4.76723e-56,8.66845e-59,1.91955e-57,2.10283e-57,3.82176e-55,8.93135e-54,1.63396e-56,3.60860e-55,3.95127e-55
2.51671e-63,6.05766e-62,1.04551e-64,2.43244e-63,2.54546e-63,7.50067e-60,1.76279e-58,3.18973e-61,7.25248e-60,7.58413e-60,2.10283e-57,4.92927e-56,8.96446e-59,2.03354e-57,2.12610e-57,3.95127e-55,9.23314e-54,1.68948e-56,3.82176e-55,3.99475e-55
2.54546e-63,6.12657e-62,1.05750e-64,2.51671e-63,2.51810e-63,7.58413e-60,1.78236e-58,3.22530e-61,7.50067e-60,7.50125e-60,2.12610e-57,4.98369e-56,9.06394e-59,2.10283e-57,2.10293e-57,3.99475e-55,9.33442e-54,1.70812e-56,3.95127e-55,3.95141e-55
